path,in_manifest,exists,width,height,mode,has_alpha,size_kb,meta_exists,sprite_frame_uuid,reference_count,possible_reference_count,used_by,issues,cleanup_reasons
arts/placeholders/abyss_caster.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/abyss_caster.png|arts/placeholders/abyss_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/abyss_elite.png,False,True,32,32,RGBA,True,0.28,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/abyss_finalboss.png,False,True,64,64,RGBA,True,0.53,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/abyss_floor.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/abyss_flyer.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/abyss_caster.png|arts/placeholders/abyss_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/abyss_heavy.png,False,True,32,32,RGBA,True,0.14,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/abyss_miniboss.png,False,True,48,48,RGBA,True,0.34,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/abyss_rogue.png,False,True,32,32,RGBA,True,0.2,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/abyss_slime.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/abyss_slime.png|arts/placeholders/abyss_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/abyss_soldier.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/abyss_slime.png|arts/placeholders/abyss_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/abyss_wall.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/btn_attack.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/btn_dodge.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/btn_skill.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_caster.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/catacombs_caster.png|arts/placeholders/catacombs_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/catacombs_elite.png,False,True,32,32,RGBA,True,0.27,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_finalboss.png,False,True,64,64,RGBA,True,0.53,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_floor.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_flyer.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/catacombs_caster.png|arts/placeholders/catacombs_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/catacombs_heavy.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_miniboss.png,False,True,48,48,RGBA,True,0.34,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_rogue.png,False,True,32,32,RGBA,True,0.2,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/catacombs_slime.png,False,True,32,32,RGBA,True,0.24,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/catacombs_slime.png|arts/placeholders/catacombs_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/catacombs_soldier.png,False,True,32,32,RGBA,True,0.24,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/catacombs_slime.png|arts/placeholders/catacombs_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/catacombs_wall.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_caster.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/forest_caster.png|arts/placeholders/forest_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/forest_elite.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_finalboss.png,False,True,64,64,RGBA,True,0.52,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_floor.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_flyer.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/forest_caster.png|arts/placeholders/forest_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/forest_heavy.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_miniboss.png,False,True,48,48,RGBA,True,0.34,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_rogue.png,False,True,32,32,RGBA,True,0.2,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/forest_slime.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/forest_slime.png|arts/placeholders/forest_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/forest_soldier.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/forest_slime.png|arts/placeholders/forest_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/forest_wall.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/icon_element.png,False,True,32,32,RGBA,True,0.24,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/icon_gold.png,False,True,32,32,RGBA,True,0.23,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/icon_hp.png,False,True,32,32,RGBA,True,0.24,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/icon_key.png,False,True,32,32,RGBA,True,0.24,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/icon_soul.png,False,True,32,32,RGBA,True,0.24,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_caster.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/swamp_caster.png|arts/placeholders/swamp_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/swamp_elite.png,False,True,32,32,RGBA,True,0.27,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_finalboss.png,False,True,64,64,RGBA,True,0.53,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_floor.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_flyer.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/swamp_caster.png|arts/placeholders/swamp_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/swamp_heavy.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_miniboss.png,False,True,48,48,RGBA,True,0.34,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_rogue.png,False,True,32,32,RGBA,True,0.2,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/swamp_slime.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/swamp_slime.png|arts/placeholders/swamp_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/swamp_soldier.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/swamp_slime.png|arts/placeholders/swamp_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/swamp_wall.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_caster.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/tundra_caster.png|arts/placeholders/tundra_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/tundra_elite.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_finalboss.png,False,True,64,64,RGBA,True,0.52,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_floor.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_flyer.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/tundra_caster.png|arts/placeholders/tundra_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/tundra_heavy.png,False,True,32,32,RGBA,True,0.15,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_miniboss.png,False,True,48,48,RGBA,True,0.34,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_rogue.png,False,True,32,32,RGBA,True,0.2,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/tundra_slime.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/tundra_slime.png|arts/placeholders/tundra_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/tundra_soldier.png,False,True,32,32,RGBA,True,0.25,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/tundra_slime.png|arts/placeholders/tundra_soldier.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
arts/placeholders/tundra_wall.png,False,True,16,16,RGBA,True,0.1,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid,extra_file_not_in_textures_manifest
arts/placeholders/volcano_caster.png,False,True,32,32,RGBA,True,0.26,True,,0,0,unknown,extra_file_not_in_textures_manifest;missing_sprite_frame_uuid;duplicate_binary:arts/placeholders/volcano_caster.png|arts/placeholders/volcano_flyer.png,duplicate_binary_unreferenced;extra_file_not_in_textures_manifest
